EntityNumber,Language,TypeOfDenomination,Denomination
0455.259.602,2,1,B.A.D.P.
0455.266.332,2,1,Amphion
0455.322.354,2,1,RAPID TANK SERVICES
0455.553.867,2,1,Afro Liner Services
0455.596.429,2,1,U.P.L.
0455.596.825,2,1,TIROBI
0455.738.563,2,1,BUHARA
0456.030.256,2,1,HERFURTH MARITIME
0456.222.474,2,1,European Economists Club - Europese Economisten Club
0456.308.289,2,1,KALDIRIM
0456.468.637,2,1,Just Watch It Belgium
0456.483.582,2,1,GOKYUZU
0456.641.455,2,1,Vleeswaren Westra
0456.644.326,2,1,MOSAIC
0456.658.182,2,1,Algemene Collectieve Persdienst
0456.658.182,2,2,A.C.P.
0456.675.703,2,1,Sathya Sai Baba Brotherhood
0456.757.162,1,1,Comité belgo-togolais
0456.757.162,1,2,Cobelto
0456.762.805,2,1,Theatergezelschap PEG VZW
0456.762.805,2,2,Theater PEG VZW
0456.768.347,2,1,binôche
0456.790.123,1,1,Eglise universelle du Royaume de Dieu - Universele Kerk van het Koninkrijk Gods - Igreja universal do Reino de Deus
0456.793.388,2,1,PALOMA BLANCA
0456.845.056,2,1,RIPA
0457.047.766,2,1,Club Belmar
0457.125.861,2,1,Pipelines
0457.144.568,2,1,Club Berkane
0457.259.978,1,1,Cayda Cira
0457.309.369,2,1,BECKERS
0457.345.892,2,1,TRANSDAL
0457.400.134,2,1,Internationale Humanitaire Vereniging van Republiek Bosnië en Hercegovina Merhamet België
0457.413.002,2,1,Zaïre-Flanders Cultural and Business Association
0457.413.002,2,2,Z.F.C.B.A.
0457.479.021,2,1,Gazelle
0457.508.319,2,1,CARL
0457.531.578,2,1,ALFA- SERVICEGROEP
0457.531.578,2,2,F.R & P
0457.761.014,2,1,VERENIGING VOOR SOCIALE ONTSPANNING EN VORMING
0457.761.014,2,2,V.S.O.V.
0457.785.362,2,1,Hayrunnisa
0457.785.362,2,2,H.N.A.
0457.805.059,2,1,Nieuw Atlas
0457.887.906,2,1,croissantbleu vzw
0457.899.980,2,1,Zairese Gemeenschap Antwerpen
0457.899.980,2,2,Z.G.A.
0457.908.789,2,1,IMAGO
0457.966.791,2,1,HURRICANE
0458.022.221,2,1,Café Sint-Jansplein
0458.081.609,2,1,Génération Afrique nonante-trois deux mille
0458.367.263,2,1,DIAS ALMEIDA
0458.387.950,1,1,KHATME NABUWWAT CENTER
0458.479.507,2,1,Belgian Management and Consulting
0458.479.507,2,2,BMC
0458.720.621,2,1,PROLIGHT SYSTEMS
0458.738.536,2,1,T and W Trading Benelux
0458.879.878,2,1,Bahamas
0458.880.670,2,1,International Christian Fellowship
0459.095.456,2,1,FLORIDO
0459.097.238,2,1,Solidarité
0459.148.015,2,1,GALAXIT
0459.311.529,2,1,THE SIGN CREATION en TRADING
0459.404.272,2,1,BUNTINX
0459.562.244,2,1,EURO IMMOBILIARE
0459.688.641,2,1,A & P Invest
0459.717.444,2,1,APLI
0459.735.557,2,1,Y54
0459.745.950,2,1,LONE STAR
0459.745.950,2,2,L.A.
0459.777.624,2,1,Edge.be
0459.783.562,2,1,EURO FOOD EXPLOITATION
0459.813.157,2,1,Derya Cay Evi
0459.902.734,2,1,TAVERNE DE REIGER
0459.998.546,2,1,Kardesler
0459.998.546,2,3,geen dubbel met R.R. 460711990
0460.051.006,2,1,VAN LOOVEREN & PRINCEN
0460.103.860,2,1,AMALIPE ROMANO ANTWERPEN
0460.272.126,2,1,"Centrale voor Socialistisch Cultuurbeleid - Vormingswerk, Regio Antwerpen"
0460.272.126,2,2,C.S.C.-Vormingswerk Regio Antwerpen
0460.318.646,2,1,PITTA NUR
0460.349.429,2,1,PERCK ELEKTRO
0460.359.129,2,1,PALMIYE
0460.367.146,2,1,BOSANCICA
0460.428.613,2,1,Vas Verdas
0460.441.083,2,1,De Ysfabrik
0460.557.384,2,1,Vriendenkring van de v.z.w. Streepje  Zon
0460.650.030,2,1,FIRST
0460.760.193,2,1,EURO COMFORT DESIGN
0460.786.523,2,1,Biblionef Vlaanderen
0460.808.594,2,1,ARBIB
0460.809.881,2,1,ASENA
0460.882.434,2,1,HERFURTH SHIPBROKERS
0460.932.320,2,1,Perry-S Fruit
0460.952.116,2,1,Club Kösk
0461.020.412,2,1,Karaman
0461.041.394,2,1,VRIENDEN VAN JAZZ CORNER
0461.046.146,2,1,ROLIC ESTATES
0461.151.559,2,1,LIFE FACILITIES
0461.167.890,2,1,MIMOUN
0461.168.187,2,1,SAFARI
0461.212.135,2,1,Boghaba
0461.367.929,2,1,CENTRAL
0461.399.801,2,1,KATO FONDS
0461.440.678,2,1,"PROFESSIONAL TRAINING, CONSULTING AND EXPERTISE"
0461.489.574,2,1,CERIM
0461.502.838,2,1,Luro
0461.511.548,2,1,Pampas
0461.608.152,2,1,ENTERTAINMENT INVESTEMENT GROUP
0461.608.152,2,2,EIG
0461.649.823,2,1,PBuedts
0461.652.692,2,1,SAMCO MANAGEMENT
0461.666.352,2,1,ANGELOS
0461.750.187,2,1,TRAXLARS LOGISTICS
0461.792.650,2,1,Vlaamse Vereniging voor Ruimte en Planning
0461.792.650,2,2,V. R. P.
0461.805.023,1,1,'T SCHOOLPLAK
0461.848.474,2,1,De Vereniging voor Nigerianen-Afrikanen in België - Association of Nigerians-Africans in Belgium
0461.848.474,2,2,ANAB
0461.853.325,2,1,Filip Van Roy en Co
0461.940.328,2,1,Kans Armoede Terugslaan
0461.940.328,2,2,KAT
0462.017.829,2,1,DO BRASIL
0462.065.636,2,1,Buddha's Light International Association Antwerpen
0462.081.670,2,1,ROMBAUT
0462.098.102,2,1,LEYS - CONTRACTORS
0462.124.529,2,1,BESLER
0462.228.160,2,1,Recht op Menswaardig Bestaan
0462.228.160,2,2,R.O.M.B.
0462.240.137,2,1,ANWAR
0462.380.786,2,1,WILFRIED PAS
0462.410.975,2,1,VLAAMSE VERENIGING TEN BEHOEVE VAN MENSEN ZONDER DAK
0462.410.975,2,2,Mensen zonder Dak
0462.426.021,2,1,CURIOUS
0462.426.021,2,2,FDM
0462.435.028,2,1,Alican
0462.461.950,2,1,HOUTINTERIEUR
0462.481.449,1,1,Pro Anima Belgica
0462.553.111,2,1,Ayat
0462.604.183,2,1,Club Rif
0462.616.160,2,1,Intensieve Kring Regio Antwerpen
0462.616.160,2,2,I.K.R.A.
0462.623.781,2,1,PRESTIM
0462.625.167,2,1,ISTANBUL
0462.664.561,2,1,Vereniging der Vrienden van de Oorlogsslachtoffers in Angola
0462.689.307,2,1,ISOLIT
0462.700.985,2,1,VISUM PRODUCTIONS
0462.781.060,2,1,SCHUMACHER YVES
0462.788.681,2,1,Mie Katoen
0462.872.221,2,1,Muyd II
0462.895.381,2,1,Centrum voor Chinese bejaarden in België
0462.925.273,2,1,Wreckords
0462.952.195,2,1,A.D.C.
0462.971.003,2,1,CAPRICORNE
0463.193.410,2,1,Lunar
0463.297.833,2,1,CHOI LEE FAT KUNGFU DRAGON AND LIONDANCE ASSOCIATION
0463.343.858,2,1,SCORPES
0463.351.974,1,1,"EGLISE DE DIEU EN BELGIQUE, L'ARCHE L'ETERNEL"
0463.380.876,2,1,"Calcant, Antwerpse Orgelvereniging"
0463.380.876,2,2,Calcant
0463.710.478,2,1,ACTIEGROEP DE BILZEN
0463.798.669,2,1,EILERS BOEKHOUDKANTOOR
0463.802.728,2,1,BANA MEMBRE
0463.818.663,2,1,SAM
0464.001.082,2,1,AGD
0464.048.097,2,1,OUBAHNDA
0464.090.758,2,1,PYTHAGORAS PARTICIPATIONS
0464.277.731,2,1,FASHION P.R. BENELUX
0464.308.613,2,1,INTERIEUR VLAMINCK
0464.309.801,2,1,AL JAWDA
0464.331.674,2,1,ADM CONSULT
0464.334.347,2,1,SUPPLY CHAIN MANAGEMENT CENTER
0464.334.347,2,2,S.C.M.C.
0464.416.895,2,1,IKRAM
0464.437.483,2,1,EGE CLUB
0464.438.572,2,1,KUSADASI
0464.468.959,2,1,ON(T)ROEREND
0464.501.821,2,1,Saidia
0464.676.322,2,1,POLLUX
0464.736.205,2,1,To Be 2
0464.806.578,2,1,Bekkaï
0464.819.149,2,1,Wereldhelden
0464.861.414,2,1,Kere
0464.949.407,2,1,Autopaleis
0464.963.956,2,1,PROTESTANTS SOCIAAL CENTRUM ANTWERPEN - BEHEER
0464.963.956,2,2,PSC Beheer VZW
0465.513.094,2,1,COMPAGNIE 'T STUIVENBERG
0465.513.094,2,2,CIE 'T STUIVENBERG
0465.557.339,2,1,INVEST 2010
0465.557.933,2,1,JONGE ARTIESTEN
0465.635.434,2,1,BERKANE
0466.015.615,2,1,HARRAS NETWORK
0466.015.615,2,2,HARRAS
0466.095.193,2,1,ACTIVE 6
0466.157.155,2,1,Ben
0466.214.860,4,1,DESIGN & INTERIOR
0466.214.860,2,2,D & I
0466.258.214,2,1,BERKANE II
0466.362.439,2,1,La Benedicte
0466.576.631,2,1,GIMAR
0466.666.604,2,1,Harput
0466.668.978,2,1,CLUB KARIA
0466.795.375,2,1,FADEV IMMO
0466.856.149,2,1,"IGBO UNION, vereniging zonder winstoogmerk"
0466.998.778,2,1,GSI
0467.029.759,2,1,ROMEO
0467.147.743,2,1,WALTERS
0467.163.381,2,1,PROSPERO COMMUNICATIONS
0467.163.480,2,1,WENG
0467.255.433,2,1,TEE CLUB
0467.271.764,2,1,Sportvereniging Eikenhof
0467.582.659,2,1,BELBUL INTERNATIONAL
0467.793.485,2,1,SCHRIJNWERKERIJ STERCKX
0468.170.203,2,1,Cabaret Follies
0468.788.627,2,1,OULIMAR
0469.609.068,2,1,PAESEN LASWERKEN
0469.707.058,2,1,Wazobia-Inn
0469.945.402,2,1,RETAX INVESTMENTS
0470.009.837,2,1,DE COCK & PARTNERS
0470.201.857,2,1,DE WINKELHAAK
0470.201.857,2,2,house of c
0470.520.274,2,1,J.K. International
0470.675.870,2,1,CASA I
0470.799.002,2,1,TEMPERA
0471.321.911,2,1,MARINVESTS
0471.331.116,2,1,HOLYLAND
0471.350.615,2,1,VAN LOOVEREN
0471.358.335,2,1,Aykap
0471.585.690,2,1,FASHION CLUB AGENCY MANAGEMENT
0471.585.690,2,2,FCAG
0471.637.952,2,1,CHAPARAL FASHION AGENCIES
0471.637.952,2,2,C.F.A.
0471.668.933,2,1,LOBROECK
0471.864.616,2,1,LINK2PROJECT
0471.928.061,2,1,Baskipe Romano (Moskee)
0471.967.059,2,1,IN DE RAPTE
0472.091.377,2,1,BINTEX
0472.108.601,2,1,STUDIECENTRUM VOOR HET PERSONEEL VAN FINANCIEN
0472.108.601,2,2,STUPEF
0472.403.658,2,1,ANTON ARTS
0472.440.280,2,1,YOUNG ANTWERP CLUB
0472.440.280,2,2,YAC of Y.A.C.
0472.453.346,2,1,CULTUURCLUB INTERNATIONAL
0472.454.831,2,1,METAMORPHOSE
0472.577.565,2,1,MT. EVEREST INTERNATIONAL
0472.675.951,2,1,LATIN MUSIC
0472.676.941,2,1,M.D.L. CONSULTING
0472.712.078,2,1,Bouwonderneming BKMS
0472.818.283,2,1,Forties and Fifties American Cars Enthusiasts
0472.818.283,2,2,40's & 50's A.C.E.
0472.855.501,2,1,JEAGER
0472.959.825,2,1,CIGAR.AGENCY
0472.994.467,2,1,Jolynas
0473.026.141,2,1,ENA
0473.218.953,2,1,ECHABAB
0473.226.079,2,1,NAPOLEON DOK INVEST EN BEHEER
0473.465.710,2,1,DECORAL & PRO
0473.466.403,2,1,ALTINÖZ
0473.498.471,2,1,LOCARTES
0473.508.270,2,1,BROTHERHOOD ASSOCIATION
0473.605.369,2,1,URBAN PROJECTS
0473.686.038,2,1,B.A.T.
0473.795.807,1,1,EGLISE EVANGELIQUE PLEIN REVEIL
0473.795.807,2,2,EEPR
0473.798.280,2,1,NATALE
0474.003.762,2,1,ARCHITECTEN - EN INGENIEURSBURO OSQB
0474.003.762,2,2,OSQB
0474.005.346,1,1,LAS DOS ROSAS
0474.097.495,2,1,SILVA & SILVA
0474.100.564,2,1,POULISSEN & PARTNERS ARCHITECTENBUREAU
0474.143.126,2,1,STIJNSON
0474.203.603,2,1,ESTRELA DO MAR
0474.315.053,1,1,Cameroonian Community in Antwerp
0474.315.053,1,2,C.C.A.
0474.346.133,2,1,Collectief Noord Architecten
0474.357.912,2,1,VENAX
0474.438.183,2,1,KONINKLIJKE MAATSCHAPPIJ SINT-JAN
0474.438.183,2,2,SINT-JAN
0474.504.204,2,1,KWADRANT
0474.515.189,2,1,IGLESIA CRISTIANA DE AMBERES - CHRISTELIJKE KERK VAN ANTWERPEN
0474.560.721,2,1,STAGING FACILITIES
0474.620.010,2,1,MOON LIGHT
0474.639.212,2,1,HAYAT ENTERPRISES
0474.671.280,2,1,SAMAR
0474.764.025,2,1,KOOPHANDEL NATIE BEHEER II
0474.771.151,2,1,DIAMTECH
0474.869.735,2,1,FARHANA
0474.891.610,2,1,ROUNGNAK-GROUP
0474.973.564,2,1,SITTI
0475.051.758,2,1,"DE KOEPEL,OVERVIEW"
0475.061.557,2,1,HAMELYNCK & PEREZ PRODUCTIONS
0475.137.672,2,1,PAIN D'EPICES
0475.186.865,2,1,IFRAN
0475.375.917,2,1,PROGRESS
0475.379.875,2,1,BRAINSTORM PROJECTS
0475.398.780,2,1,OSSE & STEVENS ADVIES & TRAINING
0475.469.650,2,1,SABIL DIAMONDS
0475.507.856,2,1,SCAFF BUILDER
0475.507.856,2,2,SB
0475.538.540,2,1,CLUB BAHAR
0475.565.264,2,1,AFRICAN YOUTH FOUNDATION
0475.680.278,2,1,ZONZO COMPAGNIE
0475.680.278,2,2,ZONZO CIE
0475.700.767,2,1,AL-SARAI
0475.783.119,2,1,AFRICAN FC
0475.785.196,2,1,BATEAU LAVOIR
0475.883.483,2,1,THAMONIT
0475.975.634,2,1,RABUN
0476.035.517,0,1,BARAKO-WERKGELEGENHEID
0476.046.504,2,1,PAMUKKALE INTERNATIONAAL EXPORT
0476.058.677,2,1,TONYA - TONYA
0476.058.677,2,2,TO.TO
0476.072.535,2,1,OROMO RELIEF REHABILITATION AND RECONSTRUCTION SELF HELP ASSOCIATION
0476.072.535,2,2,ORRRSHA
0476.091.539,2,1,ANTWERPEN CHINATOWN
0476.117.471,2,1,ACCENTO
0476.126.379,2,1,BUSINESS AND CONSULTANCY COMPANY
0476.126.379,2,2,BACCO
0476.306.523,2,1,WAREHOUSE
0476.381.450,2,1,TANDARTSPRAKTIJK DIRK VAN HOECKE
0476.384.915,2,1,VMW ACCOUNTANTS
0476.410.451,2,1,HUANG TANDARTS
0476.485.576,2,1,SLAGERIJ KOYEN
0476.568.720,2,1,TABU
0476.646.617,2,1,DIVI-DIVI
0476.735.006,2,1,SFIHA
0476.740.548,2,1,JONGEREN CENTRUM RISSALA
0476.740.548,2,2,JONGEREN CENTRUM RISSALA
0476.751.436,2,1,TEMOR
0476.762.522,2,1,NOUMEDIA
0476.785.088,2,1,ZEPHYRE INTERNATIONAL
0476.809.537,2,1,DE GOUDEN KROON
0476.823.492,2,1,HASPEL
0477.034.221,2,1,UP TO DATE AFRO SHOP
0477.052.235,2,1,UNITED TRADING
0477.144.285,2,1,BENTEX ET CO
0477.186.649,2,1,N.S. EURO BUSINESS
0477.240.295,2,1,ALEM
0477.256.628,2,1,BOESJI
0477.272.662,2,1,OHANNES-GOLD
0477.683.428,2,1,BABYLON CENTRUM
0477.714.904,2,1,HERFURTH TRAVEL
0477.777.161,2,1,WIJKCOMITE WILLIBRORDUS vzw
0477.892.472,2,1,PETER DEKEERSMAEKER
0477.989.868,2,1,OSYS HOLDING
0478.011.941,2,1,BURO3VD
0478.040.249,2,1,CRES²
0478.182.680,2,1,MOBY DICK
0478.231.477,2,1,BELWIN
0478.357.973,2,1,AMARCORD
0478.410.928,2,1,ELECTROSAT
0478.429.437,2,1,VOLUBULIS
0478.499.515,2,1,COLLECTIONS SAMYN & GOOSSENS
0478.667.086,2,1,B & M
0478.685.003,2,1,ATHLETE'S CARE ANTWERPEN SMAK
0478.694.505,2,1,DEEBAJ ENTERPRISES
0478.738.154,2,1,ATELIER SOLARSHOP
0478.846.141,2,1,A.B.M. INVEST
0478.855.049,2,1,CLUB METRO
0478.855.346,2,1,VOYAGEURS
0478.884.446,2,1,LOES & KRIKKE
0478.927.503,2,1,KAYNAAT
0478.956.108,2,1,FOTO & TELECOM
0478.970.162,2,1,HABIB ENTERPRICES
0479.021.929,2,1,RUPE
0479.031.035,2,1,FDR - INVEST
0479.146.940,2,1,KROONWAARTS
0479.352.818,2,1,CELTIC PRIDE
0479.367.367,2,1,INTERNATIONAL BAPTIST CHURCH OF ANTWERP (EN )- INTERNATIONALE BAPTISTEN KERK VAN ANTWERPEN
0479.367.367,2,2,IBCA - IBKA
0479.408.642,2,1,EVENTSFACTORY
0479.420.520,2,1,DE STER
0479.468.921,2,1,LUST & CO MAKELAARS IN LETTEREN
0479.489.212,2,1,DIKAZO
0479.534.346,2,1,BAR (T) A VIN
0479.535.930,2,1,JORTA
0479.569.582,2,1,VLEESWINKEL WILLEMS
0479.599.870,2,1,OMAR
0479.689.447,2,1,DE SCHOOLBRUG
0479.759.327,2,1,Pepi & Lolo
0479.790.803,2,1,TULP
0479.806.639,2,1,KORDEL & CO
0479.961.344,2,1,AFRICAN CHILD
0480.149.604,2,1,TANDARTS R. TUTELAARS
0480.206.022,2,1,Agrafa Affichage
0480.212.158,2,1,MOBILE CAR ASSISTANCE
0480.237.595,2,1,EL FARAAJ
0480.461.190,2,1,KARDESLER
0480.568.781,2,1,T.Y. ENTERPRISES
0480.626.783,2,1,TTK DAM
0480.717.152,2,1,EFSANE
0500.592.749,2,1,Ansar
0500.625.611,2,1,Y & G JEWELLERY
0500.705.783,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Handelstraat 95-97"
0500.782.888,2,1,METHIS CONSULTING
0500.994.409,2,1,CARNAVAL VERENIGING DIENSTENCENTRA'S GROOT ANTWERPEN
0501.625.602,2,1,BABIL
0501.682.614,2,1,Sikiliza Leo Werkgroep
0501.700.331,2,1,Kate Kero
0501.799.311,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Diepestraat 116, bouw 1, deel complex groot 1631 m²"
0501.800.202,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint-Elisabethstraat 50, bouw 3, deel complex groot 1631 m²"
0501.800.992,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint-Elisabethstraat 44, bouw 4, deel complex groot 1631 m²"
0501.801.487,2,1,"Vereniging van Mede-eigenaars garages te Antwerpen, Sint-Elisabethstraat 54, deel van complex groot 1631 m²"
0502.339.640,2,1,BOSSOLUTION
0502.375.569,2,1,YAMAH
0502.399.820,2,1,DANDURA
0502.465.443,2,1,Rio International
0502.487.714,2,1,ANTWERP MOVE
0502.713.683,2,1,MEDIO PLUS
0503.821.760,2,1,Tegeloutlet Antwerpen
0503.920.146,2,1,VLEJY
0503.964.587,2,1,SELAB
0504.953.591,2,1,Waberi
0505.689.209,2,1,SKY Groep Vlaanderen
0505.694.652,2,1,APETITO
0505.719.495,2,1,Gimcon
0505.719.495,2,3,Gimcon
0505.766.116,2,1,ZUIDBOUW
0505.943.090,2,1,"Vereniging van Mede-eigenaars gebouw te 2060 Antwerpen, Viaductdam 22-24"
0505.985.553,2,1,C2R
0506.676.332,2,1,Roos International
0506.702.264,2,1,West
0506.770.560,2,1,GALJUBA
0506.868.154,2,1,CEE PEE Projects
0506.871.223,2,1,FIELD OPERATIONS
0507.086.603,0,1,VAN GOOL ELIE-WERNER-MARC
0507.838.946,2,1,Rombit Solutions
0507.840.728,2,1,Artichoque by Jonathan
0508.552.984,2,1,PETER DE GRAEF
0508.663.743,2,1,Filip Van Roe
0508.790.437,2,1,EARTH VIEW
0508.810.134,2,1,BENELUX MULTISERVICES INDUSTRIAL
0508.865.265,2,1,ATELIER WEILAND
0508.867.641,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Twee Netenstraat 74"
0518.889.919,2,1,Nice Job
0521.770.324,2,1,HONG KONG DELICIOUS
0521.864.750,2,1,Singh drinks
0521.978.972,2,1,DE KALE BEZETTINGSWERKEN
0523.967.175,2,1,OS-MAN
0524.704.177,2,1,Snow Wok
0524.763.268,2,1,PVDA PROVINCIE ANTWERPEN
0524.776.136,2,1,A CULTURED LEFT FOOT
0524.786.727,2,1,VISATLANTIC
0524.925.792,2,1,CHAUTARI BELGIUM
0525.883.421,2,1,Goe Gekregen vzw
0525.884.312,2,1,StoneDesign
0525.928.258,2,1,BUENOS BURGERS
0525.985.369,2,1,Rodeo VZW
0525.985.369,2,2,Rodeo
0526.793.736,2,1,SOEPMIE
0526.836.197,2,1,SHAHJALAL BAITUL AMAN CULTUREEL CENTRUM ANTWERPEN
0526.836.197,2,2,SBACCA
0527.927.745,2,1,BRULSCHAAP
0533.695.681,2,1,SPORTSVILLE
0533.838.807,2,1,AVZ Consulting
0533.893.146,1,1,N.S.O. INTERNATIONAL
0533.953.029,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Beeldekensstraat 144"
0534.456.538,2,1,Donatienne Schots - Advocaat
0534.481.084,2,1,MARIPOSA
0534.494.249,2,1,Nisa Home
0534.567.295,2,1,CYRIELKORTLEVEN.COM
0534.593.823,2,1,KAPSTAR
0534.707.748,2,1,"Vereniging van mede-eigenaars te Antwerpen, Regentstraat 9-9A - Wetstraat 24-26"
0534.812.864,2,1,Herenkapper
0534.997.560,2,1,M. TERESA
0535.593.616,2,1,Centraal Kerkbestuur Antwerpen - Noord
0535.715.657,2,1,DJK
0535.747.034,2,1,SHARP 2014 Antwerp
0535.788.111,2,1,El Anhar
0535.943.905,2,1,MIDAR FOOD
0536.166.708,2,1,De Yasmijntjes
0536.166.708,2,3,Yasmijntje
0536.265.983,2,1,Professional Vastgoed Bouw
0536.265.983,2,2,PVB
0536.422.272,2,1,NATAN
0536.468.002,1,1,FITT-KID
0536.468.002,1,2,FITT-KID
0536.509.374,2,1,KINEPUNT-NOORD
0536.581.036,2,1,MONGREL FASHION
0536.610.928,2,1,STUDIO SUB301
0536.680.214,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Scholiersstraat 48 - Lange Zavelstraat 9"
0536.720.004,2,1,CHRIST OF THE WORLD MISSIONS (COTWM)
0536.783.944,2,1,Cocis Steel International (CSI)
0536.792.555,2,1,SK SUPER CLEANING
0536.948.250,2,1,HESARI
0536.979.726,2,1,ALL CONSTRUCT & INDUSTRIAL SERVICES
0536.997.740,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint-Willibrordusstraat 24"
0537.178.872,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Lobroekstraat 51, hoek Lange Slachterijstraat 2-4"
0537.351.195,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Damplein 1"
0537.436.418,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint-Jansplein 12"
0537.728.606,2,1,Politiek Onafhankelijke Belangenvereninging ter verdediging van het Ambtenarenpensioen
0537.728.606,2,2,POBA
0538.494.708,2,1,Tijdelijke Handelsvennootschap De Cock - Verbruggen
0538.623.182,2,1,Mamadou Shop
0538.747.601,2,1,SLAGERIJ EL MOUSLIMIEN
0538.751.064,1,1,JUTT
0538.941.403,2,1,CHOPRA'S
0538.974.758,2,1,MEDIO INVEST
0538.986.834,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Kerkstraat 44-46/48"
0538.990.891,2,1,"Vereniging van Mede-eigenaars Residentie Capri te Antwerpen, Carnotstraat 131"
0539.714.829,2,1,HINDU
0539.885.172,2,1,"Vereniging van Mede-eigenaars Residence Victoria te Antwerpen, Osystraat 9"
0539.891.112,2,1,ELEKTROBOUW
0539.894.476,2,1,GOLDEN TULIP
0540.591.688,2,1,NEW ERA VENTURES
0540.610.791,2,1,Book
0540.805.187,2,1,GLOBAL ADMINISTRATION COMPANY
0540.805.187,2,2,GAC
0540.940.789,2,1,Abilis
0541.375.113,2,1,ZENITH LOGISTICS
0541.501.609,2,1,TOSHKA LOGISTICS
0541.555.156,2,1,Kapsalon Broers
0541.591.679,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Brugstraat 1-3, hoek Lange Dijkstraat"
0541.641.169,2,1,The Stana Merchant Company
0541.641.169,2,2,Stamec
0541.747.671,2,1,CORPUS CALLOSUM
0541.788.253,2,1,MAKEIT SOLUTIONS
0541.831.904,2,1,VISUAL RIGHTS GROUP
0542.382.230,2,1,"Vereniging van Mede-eigenaars Park Toren te Antwerpen, Ellermanstraat"
0542.382.428,2,1,"Deelvereniging van Mede-eigenaars Garagecomplex Park Toren te Antwerpen, Ellermanstraat"
0542.383.220,2,1,"Deelvereniging van Mede-eigenaars Park Toren verdieping 0 tot en met 10 te Antwerpen, Ellermanstraat"
0542.384.012,2,1,"Deelvereniging van Mede-eigenaars Park Toren verdieping 11 tot en met 20 te Antwerpen, Ellermanstraat"
0542.388.069,2,1,Panorama Club
0542.415.387,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Dambruggestraat 26-28"
0542.462.996,2,1,AMPLITUDO
0542.480.715,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Korte Zavelstraat 23, hoek Gasstraat"
0542.496.749,2,1,GOED eenheid
0542.508.627,2,1,Hamdard
0542.616.020,2,1,"Vereniging van mede-eigenaars De Lichttoren te Antwerpen, Ellermanstraat"
0542.626.611,2,1,"Vereniging van Mede-eiegenaars van gebouw te Antwerpen, Oranjestraat 148"
0542.648.583,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Maerlantstraat 18-20"
0542.652.642,2,1,CERRAN GROUP
0542.662.639,2,1,"Vereniging van Mede-eigenaars Residentie d'Orange te Antwerpen, Oranjestraat 68"
0542.682.138,2,1,"Vereniging van mede-eigenaars van appartementsgebouw te Antwerpen, Herderstraat 12"
0542.708.961,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Richardstraat 17"
0542.719.354,2,1,"Vereniging van Mede-eigenaars gebouw ""Bloemmolens Brugstraat"" te Antwerpen, Brugstraat 8-10"
0542.753.602,2,1,Pims 888
0542.780.722,2,1,"Vereniging van Mede-eigenaars te Antwerpen, hoek Matigheidsstraat- Boerhaavestraat"
0542.820.314,2,1,"Vereniging van mede-eigenaars gebouw ""Diepestraat 90/92"" te Antwerpen, Diepestraat 90/92"
0542.865.250,2,1,"Vereniging van mede-eigenaars ""Residentie Osystraat 71-73"" te Antwerpen, Osystraat 71-73"
0542.896.627,2,1,GUANGWEN
0542.899.595,2,1,MSJP Consulting
0542.948.491,2,1,"Vereniging van mede-eigenaars Residentie Petersgang te Antwerpen, Oude Steenweg 29-33 (Gebouw E)"
0543.269.878,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Dijkstraat 34"
0543.293.040,2,1,KHAN BIZ
0543.382.122,2,1,Fashion Club Immo Projects
0543.382.122,2,2,FC IP
0543.594.037,2,1,SEVENTY7
0543.709.744,2,1,COFFEEKLATCH
0543.743.101,2,1,PAHAFA
0543.755.076,2,1,Esra
0543.758.442,2,1,RADIOWORKS
0543.758.442,2,3,RADIOWORKS
0543.806.051,2,1,AMIR AL JAWDA
0544.290.160,2,1,ANVERS NOORD TÛRK OCAGI
0544.309.461,2,1,RUPSJE
0544.464.463,2,1,"Hoofdvereniging van mede-eigenaars Residentie Hardenvoort Park te Antwerpen, Hardenvoort 1-3"
0544.466.443,2,1,"Deelvereniging van Mede-eigenaars van de ondergrondse parkeergarage te Antwerpen, Hardenvoort 1-3"
0544.466.542,2,1,Studio A
0544.467.433,2,1,"Deelvereniging van Mede-eigenaars Residentie Artes (studentengebouw) te Antwerpen, Hardenvoort 1-3"
0544.470.007,2,1,"Deelvereniging van Mede-eigenaars Residentie Dampoort (studio- en appartementsgebouw) te Antwerpen, Hardenvoort 7-9"
